"appId","title","abstract","origin","background","citedBy","citations","filingDate"
"US8068556B2","Flexible, reconfigurable, power efficient transmitter and method","An isotherm sensor tracks space vehicle temperatures by a thermal protection system (TPS) material during vehicle re-entry as a function of time, and surface recession through calibration, calculation, analysis and exposed surface modeling. Sensor design includes: two resistive conductors, wound around a tube, with a first end of each conductor connected to a constant current source, and second ends electrically insulated from each other by a selected material that becomes an electrically conductive char at higher temperatures to thereby complete an electrical circuit. The sensor conductors become shorter as ablation proceeds and reduced resistance in the completed electrical circuit (proportional to conductor length) is continually monitored, using measured end-to-end voltage change or current in the circuit. Thermocouple and/or piezoelectric measurements provide consistency checks on local temperatures.
  ","The invention described herein was made in the performance of work under a NASA contract and by an employee of the United States Government and may be manufactured and used by or for the Government of the United States of America for governmental purposes without the payment of any royalties thereon or therefor.","Designers have many considerations when designing transmitters. For example, while transmission power is often one requirement, transmitters that comprise flight hardware (equipment used on rockets, satellites, airplanes, jets, etc.) often have many other stringent requirements. For example, flight hardware often has size (volume), weight, and power efficiency (or power input) constraints (in addition to a power output constraint).","1","7","2008-06-26"
"US8069001B1","Thermal protection system ablation sensor","An inflatable structure comprises at least two generally toroidal, inflatable modules. When in a deployed mode, the first, inner module has a major diameter less than that of a second, outer module and is positioned within the inner circumference of the outer module such that the first module is nested circumferentially alongside the second module. The inflatable structure, in a non-deployed, non-inflated mode, is of compact configuration and adapted to be transported to a site of deployment. When deployed, the inflatable structure is of substantially increased interior volume. In one embodiment, access between the interior of the first module and the second module is provided by at least one port or structural pass-through. In another embodiment, the inflatable structure includes at least one additional generally toroidal module external of and circumferentially surrounding the second module.
  ","This invention was made, in part, by one or more employees of the U.S. government and may be made, used and/or sold by the U.S. government without payment of royalties or other compensation thereon.","Many different designs of surface recession sensors have been fabricated and tested in entry vehicle applications for the Department of Defense, ranging from simple thermocouples and “breakwire” arrangements to more complicated devices such as radiation sensors. In a breakwire sensor arrangement, multiple thermocouples or pairs of wires are embedded in a thermal protection system (TPS) plug with their junctions located at different depths that will sense different local temperatures, as shown in FIG. 1.","2","8","2009-01-02"
"US8070105B2","Inflatable nested toroid structure","The present disclosure provides ex vivo-derived mineralized three-dimensional bone constructs. The bone constructs are obtained by culturing osteoblasts and osteoclast precursors under randomized gravity vector conditions. Preferably, the randomized gravity vector conditions are obtained using a low shear stress rotating bioreactor, such as a High Aspect Ratio Vessel (HARV) culture system. The bone constructs of the disclosure have utility in physiological studies of bone formation and bone function, in drug discovery, and in orthopedics.
  ","The invention described herein was made by employees of the United States Government and may be manufactured and used by or for the Government of the United States of America for governmental purposes without the payment of any royalties thereon or therefor.","Inflatable structures may be used as human habitats, storage facilities, laboratories, or for other sheltering applications. When such a structure is used in a remote or environmentally adverse region, such as sub-zero regions, emergency shelters after harsh weather storms, or outer space environments, its deployment can be accomplished efficiently and quickly, minimizing exposure of workers to the extremes of weather or other environmental hazards. Additionally, such structures can be transported to a desired site while in a compact, deflated mode and later deployed by inflation at the site to form larger, self-supporting structure, thereby reducing the amount of space required during transport. Their use also enables the construction of self-supporting structures of greater size and interior volume but of lighter weight than structures made of conventional, rigid materials, thereby reducing weight during transport.","4","19","2007-12-14"
"US8076136B2","Mineralized three-dimensional bone constructs","A cup waveguide antenna with integrated polarizer and OMT for simultaneously communicating left and right hand circularly polarized electromagnetic waves is adjustable to obtain efficient propagation and reception of electromagnetic waves. The antenna includes a circular waveguide having an orthomode transducer utilizing first and second pins longitudinally spaced apart and oriented orthogonally with respect to each other. Six radially-oriented adjustable polarizer screws extend from the exterior to the interior of the waveguide. A septum intermediate the first and second pins is aligned with the first pin. Adjustment of the polarizer screws enables maximized propagation of and/or response to left hand circularly polarized electromagnetic waves by the first pin while simultaneously enabling maximized propagation of and/or response to right hand circularly polarized electromagnetic waves by the second pin.
  ","This application claims the benefit of U.S. Provisional Patent Application Ser. No. 60/787,431, filed Mar. 30, 2006, specifically incorporated herein by reference in its entirety.","The invention relates to ex vivo-derived mineralized three-dimensional bone constructs which replicate natural bone.","3","24","2006-03-30"
"US8077103B1","Cup waveguide antenna with integrated polarizer and OMT","Disclosed herein is a method of making a three dimensional mold comprising the steps of providing a mold substrate; exposing the substrate with an electromagnetic radiation source for a period of time sufficient to render the portion of the mold substrate susceptible to a developer to produce a modified mold substrate; and developing the modified mold with one or more developing reagents to remove the portion of the mold substrate rendered susceptible to the developer from the mold substrate, to produce the mold having a desired mold shape, wherein the electromagnetic radiation source has a fixed position, and wherein during the exposing step, the mold substrate is manipulated according to a manipulation algorithm in one or more dimensions relative to the electromagnetic radiation source; and wherein the manipulation algorithm is determined using stochastic optimization computations.
  ","The invention described herein was made by employees and by employees of a contractor of the United States Government, and may be manufactured and used by the government for government purposes without the payment of any royalties therein and therefor.","The Tracking and Data Relay Satellite System (TDRSS) is a constellation of geosynchronous satellites which are the primary source of space-to-ground voice, data and telemetry for the Space Shuttle. The satellites also provide communications with the International Space Station and scientific spacecraft in low-Earth orbit such as the Hubble Space Telescope. Integral to the design of the TDRSS class of satellites is an architecture that includes a multiple access (MA), S-band, phased array antenna. Among its capabilities, the MA system receives and relays data simultaneously from multiple lower data-rate users and transmits commands to a single user.","15","32","2007-07-07"
"US8078309B1","Method to create arbitrary sidewall geometries in 3-dimensions using liga with a stochastic optimization framework","Embodiments of the invention provide a novel, low-power X-ray tube and X-ray generating system. Embodiments of the invention use a multichannel electron generator as the electron source, thereby increasing reliability and decreasing power consumption of the X-ray tube. Unlike tubes using a conventional filament that must be heated by a current power source, embodiments of the invention require only a voltage power source, use very little current, and have no cooling requirements. The microchannel electron generator comprises one or more microchannel plates (MCPs), Each MCP comprises a honeycomb assembly of a plurality of annular components, which may be stacked to increase electron intensity. The multichannel electron generator used enables directional control of electron flow. In addition, the multichannel electron generator used is more robust than conventional filaments, making the resulting X-ray tube very shock and vibration resistant.
  ","This application claims priority from Provisional Application Ser. No. 61/072,499 filed Mar. 31, 2008.","The present invention generally relates to a method of contacting a relatively thick substrate (i.e., having a thickness of greater than or equal to about 0.1 mm) with an energy source wherein the substrate is manipulated in three dimensions translationally (i.e., along an x-, y-, and/or z-axis) and/or rotationally about an x-, y-, and z-axis according to a manipulation movement algorithm such that a complex shape is defined by means of the energy source interacting with the substrate material, wherein the manipulation movement algorithm is determined using a stochastic optimization framework. In an embodiment, the instant invention may create a three dimensional object which can be used as is or as a mold in a substrate using an electromagnetic radiation source, particle beam radiation, a fluid beam, an ionic beam, abrasion, and/or the like in combination with stochastic optimization computations. In particular, the present invention relates to a method of producing molds for micro machines on the order of 0.1 to 10 mm in one or more dimensions using LiGA (Lithographic (lithography), Galvanoformung (electroplating), Abformung (mold-forming)) in combination with a stochastic optimization framework.","0","26","2008-03-31"
"US8081734B2","Miniature, low-power X-ray tube using a microchannel electron generator electron source","Systems, methods and apparatus are provided through which an evolutionary system is managed and viewed as a software product line. In some embodiments, the core architecture is a relatively unchanging part of the system, and each version of the system is viewed as a product from the product line. Each software product is generated from the core architecture with some agent-based additions. The result may be a multi-agent system software product line.
  ","This application claims the benefit of U.S. Provisional Application No. 61/119,043, filed Dec. 2, 2008.","1. Field of the Invention","4","21","2008-12-02"
"US8082538B2","Systems, methods and apparatus for developing and maintaining evolving systems with software product lines","A novel method to prepare an advanced thermoelectric material has hierarchical structures embedded with nanometer-sized voids which are key to enhancement of the thermoelectric performance. Solution-based thin film deposition technique enables preparation of stable film of thermoelectric material and void generator (voigen). A subsequent thermal process creates hierarchical nanovoid structure inside the thermoelectric material. Potential application areas of this advanced thermoelectric material with nanovoid structure are commercial applications (electronics cooling), medical and scientific applications (biological analysis device, medical imaging systems), telecommunications, and defense and military applications (night vision equipments).
  ","This application claims the benefit of U.S. Provisional Application Ser. No. 60/805,484, filed Jun. 22, 2006, and U.S. Provisional Application Ser. No. 60/811,147, filed May 15, 2006, under 35 U.S.C. 119(e).","This invention relates generally to computer systems software development, and more particularly to version control systems.","5","8","2006-05-15"
"US8083986B2","Fabrication of advanced thermoelectric materials by hierarchical nanovoid generation","A method of making a composite panel having subsonic transverse wave speed characteristics which has first and second sheets sandwiching a core with at least one of the sheets being attached to the core at first regions thereof and unattached to the core at second regions thereof.
  ","The present application claims priority from U.S. Provisional Application Ser. No. 61/005,229, filed Dec. 4, 2007 and U.S. Provisional Application Ser. No. 61/005,226, filed Dec. 4, 2007. This application is related to copending U.S. application Ser. No. 11/831,233, filed on Jul. 31, 2007 for “Configuration and Power Technology for Application-Specific Scenarios of High Altitude Airships,” U.S. application Ser. No. 12/313,945, filed on Nov. 26, 2008 for “Metallized Nanotube Polymer Composite (MNPC) and Methods for Making Same”, U.S. application Ser. No. 11/827,567 filed on Jul. 12, 2007 for “Fabrication of Metal Nanoshells,” and U.S. application Ser. No. 12/315,519, filed on Dec. 4, 2008 for “Fabrication Of Metallic Hollow Nanoparticles”, all of which are hereby incorporated by reference herein.","1. Field of the Invention","5","8","2007-12-04"
"US8087494B2","Method of making a composite panel having subsonic transverse wave speed characteristics","A dynamic optical grating device and associated method for modulating light is provided that is capable of controlling the spectral properties and propagation of light without moving mechanical components by the use of a dynamic electric and/or magnetic field. By changing the electric field and/or magnetic field, the index of refraction, the extinction coefficient, the transmittivity, and the reflectivity of the optical grating device may be controlled in order to control the spectral properties of the light reflected or transmitted by the device.
  ","This patent application is a continuation of U.S. patent application Ser. No. 11/129,755, filed May 13, 2005 now abandoned, the contents of which are hereby incorporated by reference in their entirety.","1. Field of the Invention","8","45","2005-05-13"
"US8089677B2","Dynamic optical grating device and associated method for modulating light","An object in motion has a force applied thereto at a point of application. By moving the point of application such that the distance between the object's center-of-mass and the point of application is changed, the object's orientation can be changed/adjusted.
  ","This invention was made in part by employees of the United States Government and may be manufactured and used by or for the Government of the United States of America for governmental purposes without the payment of any royalties thereon or therefor.","A grating (sometimes termed a diffraction grating) is a light-modulating optical component with a surface covered by a regular pattern of parallel lines, typically with a distance between the lines comparable to the wavelength of light. Gratings are commonly used in spectrum analyzers, diffractometers, spectrometers, and optical beam steering devices for display units. Light rays that pass through such a surface are bent as a result of diffraction, related to the wave properties of light. This diffraction angle depends on the wavelength of the light. Alternatively, the grating may have a regular pattern of fixed mirrors (or other highly reflective surface) such that the reflected light is diffracted as desired. One drawback of such fixed gratings is that their spectral properties cannot be changed (i.e., such gratings are non-dynamic).","0","5","2008-06-08"
"US8090484B1","Orientation control method and system for object in motion","A two-speed transmission having an input shaft and an output shaft, the transmission being capable of transitioning between fixed ratios, the high-range ratio being direct 1:1 and the low-range ratio being about 2:1. The transmission is a simple lightweight, yet robust, configuration utilizing only two gear meshes, being comprised of an input gear, a cluster gear, and an output gear. The transmission is controlled with a clutch and a sprag and with the input and output shafts turning in the same direction.
  ","The invention was made by employees of the United States Government and may be manufactured and used by or for the Government for governmental purposes without the payment of any royalties.","This invention relates to control of an object's orientation. More specifically, the invention is a method and system for controlling orientation of an object in motion.","0","9","2009-03-12"
"US8091445B1","Offset compound gear inline two-speed drive","A method for mounting a mirror for use in a telescope includes attaching the mirror to a plurality of adjustable mounts; determining a distortion in the mirror caused by the plurality adjustable mounts, and, if the distortion is determined to be above a predetermined level: adjusting one or more of the adjustable mounts; and determining the distortion in the mirror caused by the adjustable mounts; and in the event the determined distortion is determined to be at or below the predetermined level, rigidizing the adjustable mounts.
  ","The invention described herein was made by an employee of the United States Government and may be manufactured and used by or for the Government for Government purposes without the payment of any royalties thereon or therefore.","In several recent studies and on-going developments for advanced rotorcraft, the need for variable or multi-speed capable rotors has been raised. A speed change of up to 50% has been proposed for future rotorcraft to improve overall vehicle performance. Accomplishing rotor speed changes during operation requires both a rotor that can perform effectively over the operational speed-load range, and a propulsion system that can enable these speed changes.","4","11","2009-04-28"
"US8092031B2","Systems and methods for mirror mounting with minimized distortion","A process for applying blocking contacts on an n-type CdZnTe specimen includes cleaning the CdZnTe specimen; etching the CdZnTe specimen; chemically surface treating the CdZnTe specimen; and depositing blocking metal on at least one of a cathode surface and an anode surface of the CdZnTe specimen.
  ","The disclosure described herein was developed by employees of the United States Government and may be manufactured and used by or for the United States Government for governmental purposes without the payment of any royalties thereon or therefore.","Telescopes in space use large mirrors to capture images; the surface figure of a telescope mirror must precisely conform to specified dimensions in order to capture images clearly. Therefore, distortion in a telescope mirror needs to be minimized. Fabrication and testing of such a mirror on earth may be complicated by the presence of distortion in the mirror due the mirror's own weight at 1 g; this self-weight distortion is not present in space in the absence of gravity (i.e., at 0 g). The mounts that hold the mirror in place in the telescope may also induce stress and distortion in the mirror; any distortion induced by the mirror mounts will be present both on earth and in space. Mounting methods that theoretically produce little or no mirror distortion exist, but such methods may be irreversible if distortion is seen in the mirror after mounting, and may employ interfaces that are not compatible with extreme space environments.","0","3","2009-03-03"
"US8093094B2","Blocking contacts for N-type cadmium zinc telluride","This invention relates to the compositions and processes for preparing thermoset and thermoplastic polyimides derived from novel asymmetrical dianhydrides: specifically 2,3,3′,4′ benzophenone dianhydride (a-BTDA), and 3,4′-(hexafluoroisopropylidene)diphthalic anhydride (a-6FDA). The a-BTDA anhydride is prepared by Suzuki coupling with catalysts from a mixed anhydride of 3,4-dimethylbenzoic acid or 2,3-dimethylbenzoic acid with 2,3-dimethylphenylboronic acid or 3,4-dimethylphenylboronic acid respectively, to form 2,3,3′,4′-tetramethylbenzophenone which is oxidized to form 2,3,3′,4′-benzophenonetetracarboxylic acid followed by cyclodehydration to obtain a-BTDA. The a-6FDA is prepared by nucleophilic triflouoromethylation of 2,3,3′,4′-tetramethylbenzophenone with trifluoromethyltrimethylsilane to form 3,4′-(trifluoromethylmethanol)-bis(o-xylene) which is converted to 3,4′-(hexafluoroisopropylidene-bis(o-xylene). The 3,4′-(hexafluoroisopropylidene)-bis(o-xylene) is oxidized to the corresponding tetraacid followed by cyclodehydration to yield a-6FDA.
  ","The invention described herein was made by employees of the United States Government, and may be manufactured and used by or for the Government for governmental purposes without the payment of any royalties thereon or therefore.","Cadmium Zinc Telluride (CdZnTe) has gained acceptance as a semiconductor detector material for x-ray and gamma ray applications ranging from astronomy to medical imaging. One challenge remaining for this technology is the production of large volume (greater than 4 cubic centimeters) detectors free of bulk defects (grain and twin boundaries), which are detrimental to detector performance. CdZnTe can be produced by several different Bridgman furnace configurations, for example High Pressure Bridgman (HPB) or Modified Horizontal Bridgman (MHB).","4","11","2008-06-12"
"US8093348B1","Polyimides derived from novel asymmetric dianhydrides","A wind and temperature spectrometer (WTS) may detect the angular and energy distributions of neutral atoms/molecules and ions in two mutually perpendicular planes. The measured energy distribution at a known angle near the peak may be used to infer the full wind vector W. A WTS having a single ion source may be used in conjunction with a crossed small-deflection energy analyzer (SDEA). The crossed SDEA may combine the angular and energy distributions in the two mutually perpendicular planes into a single spectrometer with a single optical axis. A WTS having a single ion source may use less energy and occupy less space than a WTS with two ion sources.
  ","This application is a continuation-in-part of application Ser. No. 11/890,104 filed Jul. 19, 2007 now U.S. Pat. No. 7,381,849, which in turn is a continuation-in-part of application Ser. No. 11/378,553 filed Mar. 18, 2006 now U.S. Pat. No. 7,425,650 B1.","This invention relates to the composition and the process for preparing polyimides derived from asymmetric dianhydrides namely; 2,3,3′,4′-biphenyldianhydride (a-BPDA), 2,3,3′,4′-benzophenone dianhydride (a-BTDA), 3,4′-methylenediphthalic anhydride (a-MDPA) and 3,4′-(hexafluoroisopropylidene)diphthalic anhydride (a-6FDA). These dianhydrides were prepared by cross-coupling dimethylphenylboronic acid and o-xylene derivatives via Suzuki coupling with various catalysts to form 2,3,3′,4′-tetramethylbiphenyl and 2,3,3′,4′-tetramethylbenzophenone. The asymmetrical tetramethylbiphenyl and the tetramethylbenzophenone were oxidized to the corresponding tetracarboxylic acids which were then converted to asymmetrical 2,3,3′,4′-biphenyl dianhydride and 2,3,3′,4′-benzophenone dianhydride. In addition, the benzophenone tetracarboxylic acid can be reduced by hydrazine hydrate to 3,4′-methylene diphthalic tetracarboxylic acid which is converted to the corresponding 3,4′-methylenediphthalic anhydride. The unique feature of this invention is that it allows for the production of a series of asymmetric dianhydrides, not only a-BPDA, but also a-BTDA, a-MDPA and a-6FDA. This capability of producing a-BPDA, a-BTDA, a-MDPA and a-6-FDA, will provide innovation for the preparation of high Tg, low-melt viscosities and colorless polyimides with interesting and novel properties for aerospace and electronic applications.","4","7","2006-03-18"
"US8093565B2","Wind and temperature spectrometer with crossed small-deflection energy analyzer","A spectrometer includes a micro-ring grating device having coaxially-aligned ring gratings for diffracting incident light onto a target focal point, a detection device for detecting light intensity, one or more actuators, and an adjustable aperture device defining a circular aperture. The aperture circumscribes a target focal point, and directs a light to the detection device. The aperture device is selectively adjustable using the actuators to select a portion of a frequency band for transmission to the detection device. A method of detecting intensity of a selected band of incident light includes directing incident light onto coaxially-aligned ring gratings of a micro-ring grating device, and diffracting the selected band onto a target focal point using the ring gratings. The method includes using an actuator to adjust an aperture device and pass a selected portion of the frequency band to a detection device for measuring the intensity of the selected portion.
  ","The invention described herein was made by employees of the United States Government, and may be manufactured and used by or for the Government for governmental purposes without the payment of any royalties thereon or therefor.","The determination of neutral winds and ion drifts in low-Earth orbits may require measurements of the angular and energy distributions of the flux of neutrals and ions entering a satellite from the ram direction. The ram direction may be the direction of the average or total velocity T of the air stream passing aperture 10 as shown in FIG. 1. The lower portion of FIG. 1 shows a simulation of the angular distribution of the flux F (atomic oxygen is shown) entering an aperture 10 of a spectrometer. The angular distribution of the flux F is shown with respect to two mutually perpendicular axes tau and theta. The angular distribution of the flux F may be generally confined within a cone roughly centered along the ram axis A (direction of satellite movement) and generally azimuthally symmetric. The orientation of the aperture 10 may not necessarily coincide with A.","1","5","2010-01-28"
"US8094306B2","Micro ring grating spectrometer with adjustable aperture","Disclosed herein are systems, computer-implemented methods, and tangible computer-readable media for coordinating communications between a ground station, a control center, and a spacecraft. The method receives a call to a simple, unified application programmer interface implementing communications protocols related to outer space, when instruction relates to receiving a command at the control center for the ground station generate an abstract message by agreeing upon a format for each type of abstract message with the ground station and using a set of message definitions to configure the command in the agreed upon format, encode the abstract message to generate an encoded message, and transfer the encoded message to the ground station, and perform similar actions when the instruction relates to receiving a second command as a second encoded message at the ground station from the control center and when the determined instruction type relates to transmitting information to the control center.
  ","This application claims priority to and the benefit of U.S. Provisional Application 61/089,261 filed on Aug. 15, 2008, which is hereby incorporated by reference in its entirety.","The present invention relates generally to spectrometers, and in particular to spectrometers having circular or ring-shaped gratings and an adjustable aperture.","1","40","2008-08-15"
"US8094731B2","System and method for transferring telemetry data between a ground station and a control center","A system, method, and computer readable-media for creating a stable synthetic neural system. The method includes training an intellectual choice-driven synthetic neural system (SNS), training an emotional rule-driven SNS by generating emotions from rules, incorporating the rule-driven SNS into the choice-driven SNS through an evolvable interface, and balancing the emotional SNS and the intellectual SNS to achieve stability in a nontrivial autonomous environment with a Stability Algorithm for Neural Entities (SANE). Generating emotions from rules can include coding the rules into the rule-driven SNS in a self-consistent way. Training the emotional rule-driven SNS can occur during a training stage in parallel with training the choice-driven SNS. The training stage can include a self assessment loop which measures performance characteristics of the rule-driven SNS against core genetic code. The method uses a stability threshold to measure stability of the incorporated rule-driven SNS and choice-driven SNS using SANE.
  ","1. Field of the Invention","2. Introduction","1","11","2009-01-21"
"US8095485B2","System and method for embedding emotion in logic systems","Systems, methods and apparatus are provided through which in some implementations determine the amplitude of an amplitude modulated signal, modulated by the position of an object being sensed. In some aspects, the apparatus accepts an excitation signal and the amplitude modulated signal and divides the amplitude modulated by the excitation signal to produce an output signal that is proportional to the position of the object being sensed. In other aspects, the division is performed only when the excitation signal is non-zero, such as close to the peaks in the excitation signal. In other aspects, the excitation signal and amplitude modulated signal are degraded due to an air gap and the degraded signals are used to correct for amplitude fluctuations due to the air gap, and produce an output signal, tolerant of the air gaps, that is proportional to the position of the object being sensed.
  ","The invention described herein was made by an employee of the United States Government and may be manufactured and used by or for the Government for governmental purposes without the payment of any royalties thereon or therefore.","1. Field of the Invention","1","0","2009-01-14"
"US8098060B1","Systems, methods and apparatus for position sensor digital conditioning electronics","A method of validating a probability of detection (POD) testing system using directed design of experiments (DOE) includes recording an input data set of observed hit and miss or analog data for sample components as a function of size of a flaw in the components. The method also includes processing the input data set to generate an output data set having an optimal class width, assigning a case number to the output data set, and generating validation instructions based on the assigned case number. An apparatus includes a host machine for receiving the input data set from the testing system and an algorithm for executing DOE to validate the test system. The algorithm applies DOE to the input data set to determine a data set having an optimal class width, assigns a case number to that data set, and generates validation instructions based on the case number.
  ","The invention described herein was made in the performance of work under a NASA contract and by an employee of the United States Government and is subject to the provisions of Section 305 of the National Aeronautics and Space Act of 1958, as amended, Public Law 85-568 (72 Stat. 435, 42 U.S.C. §2457), and may be manufactured and used by or for the Government for governmental purposes without the payment of any royalties thereon or therefore.","Single coil absolute position sensors that are used to sense the position of an object require an excitation signal that is of the form of a constant frequency sinusoidal wave. The output of the sensor is an amplitude modulated signal, modulated by the position of the object. The single coil absolute position sensor usually includes an excitation coil, and a sensor component. The sensor component is typically affixed to the object that is being sensed, whereas the excitation coil is not affixed to the object that is being sensed. Additionally, the excitation coil and the object being sensed are free to move relative to one another. In some aspects, the position of the excitation coil is fixed while the object being sensed and the affixed sensor component are free to move in a linear motion or in an angular motion. In other aspects, the position of the object being sensed and the affixed sensor component is fixed whereas the excitation coil is free to move in a linear motion or angular motion.","0","15","2008-07-15"
"US8108178B2","Directed design of experiments for validating probability of detection capability of a testing system","A method is provided for making localized decisions and taking localized actions to achieve a global solution. In an embodiment of the present invention, acoustic impedances for impedance-tunable acoustic segments are adjusted. A first acoustic segment through an N-th acoustic segment are defined. To start the process, the first acoustic segment is designated as a leader and a noise-reducing impedance is determined therefor. This is accomplished using (i) one or more metrics associated with the acoustic wave at the leader, and (ii) the metric(s) associated with the acoustic wave at the N-th acoustic segment. The leader, the N-th acoustic segment, and each of the acoustic segments exclusive of the leader and the N-th acoustic segment, are tuned to the noise-reducing impedance. The current leader is then excluded from subsequent processing steps. The designation of leader is then given one of the remaining acoustic segments, and the process is repeated for each of the acoustic segments through an (N−1)-th one of the acoustic segments.
  ","This application claims priority to and the benefit of U.S. Provisional Application 61/053,694 filed on May 16, 2008, U.S. Provisional Application 61/109,531 filed on Oct. 30, 2008, and U.S. Provisional Application 61/158,868 filed on Mar. 10, 2009, each of which is hereby incorporated by reference in its entirety.","The present invention relates generally to the validation of a statistics-based testing system, and in particular to a computer-executed process or method that uses directed design of experiments (DOE) to validate the probability of detection (POD) capability of such a testing system.","1","10","2008-05-16"
"US8111832B2","Method of adjusting acoustic impedances for impedance-tunable acoustic segments","Contrast and lightness measures are used to first classify the image as being one of non-turbid and turbid. If turbid, the original image is enhanced to generate a first enhanced image. If non-turbid, the original image is classified in terms of a merged contrast/lightness score based on the contrast and lightness measures. The non-turbid image is enhanced to generate a second enhanced image when a poor contrast/lightness score is associated therewith. When the second enhanced image has a poor contrast/lightness score associated therewith, this image is enhanced to generate a third enhanced image. A sharpness measure is computed for one image that is selected from (i) the non-turbid image, (ii) the first enhanced image, (iii) the second enhanced image when a good contrast/lightness score is associated therewith, and (iv) the third enhanced image. If the selected image is not-sharp, it is sharpened to generate a sharpened image. The final image is selected from the selected image and the sharpened image.
  ","Pursuant to 35 U.S.C. §119, the benefit of priority from provisional application 61/045,368, with a filing date of Apr. 16, 2008, is claimed for this non-provisional application.","1. Field of the Invention","0","21","2008-04-16"
"US8111943B2","Smart image enhancement process","The present invention relates to a method of measuring the temperature of the P-N junction within the light-emitting region of a quasi-continuous-wave or pulsed semiconductor laser diode device. A series of relatively short and low current monitor pulses are applied to the laser diode in the period between the main drive current pulses necessary to cause the semiconductor to lase. At the sufficiently low current level of the monitor pulses, the laser diode device does not lase and behaves similar to an electronic diode. The voltage across the laser diode resulting from each of these low current monitor pulses is measured with a high degree of precision. The junction temperature is then determined from the measured junction voltage using their known linear relationship.
  ","This invention was made in part by employees of the United States Government and may be manufactured and used by or for the Government of the United States of America for governmental purposes without the payment of any royalties thereon or therefor.","This invention relates to digital image processing. More specifically, the invention is a method for optimizing the visual quality of any digital image based on contrast, lightness and sharpness measures thereof.","3","34","2009-04-15"
"US8112243B2","Forward voltage short-pulse technique for measuring high power laser array junction temperture","A passive tracking system is provided with a plurality of ultrawideband (UWB) receivers that is asynchronous with respect to a UWB transmitter. A geometry of the tracking system may utilize a plurality of clusters with each cluster comprising a plurality of antennas. Time Difference of Arrival (TDOA) may be determined for the antennas in each cluster and utilized to determine Angle of Arrival (AOA) based on a far field assumption regarding the geometry. Parallel software communication sockets may be established with each of the plurality of UWB receivers. Transfer of waveform data may be processed by alternately receiving packets of waveform data from each UWB receiver. Cross Correlation Peak Detection (CCPD) is utilized to estimate TDOA information to reduce errors in a noisy, multipath environment.
  ","This invention was made in part by employees of the United States Government and may be manufactured and used by or for the Government of the United States of America for governmental purposes without the payment of any royalties thereon or therefor. Pursuant to 35 U.S.C. §119, the benefit of priority from provisional application 60/945,163, with a filing date of Jun. 20, 2007, is claimed for this non-provisional application.","Most moderate to high power solid state lasers, such as those used for space-borne laser remote sensing systems, require high-power pulsed or quasi-continuous-wave (“Quasi-CW” or “QCW”) laser diodes as their optical pump source. One or more laser diodes may be used. If more than one laser diode is used, the laser diodes may be structured in a laser diode bar and laser diode bars can be stacked to form a two dimensional array, referred to as Laser Diode Array (LDA). For purposes of this application, the terms laser diode and laser diode array will be used interchangeably. LDA performance and reliability directly determine the effective system operational lifetime, as the laser transmitter operational lifetime is the instrument's lifetime, for without the transmitted beam, there is no reflected signal to record or analyze. For example, statistical analysis of lifecycle testing of an LDA used for an Earth-orbiting two-micron LIDAR (light detection and ranging) instrument indicates that there is a 1% probability that such an LDA will fail before it accumulates 30 million shots, a 50% probability of failing before reaching 120 million shots, and a 99.9% probability of failing before reaching 220 million shots. This lifetime is inadequate for such an Earth-orbiting LIDAR instrument which will require a lifetime of at least one billion shots. As for nearly all electronic devices, the higher the device's temperature, the shorter the lifetime.","0","24","2007-06-20"
"US8116350B1","Ultrawideband asynchronous tracking system and method","An apparatus, method and program storage device for determining high-energy neutron/ion transport to a target of interest. Boundaries are defined for calculation of a high-energy neutron/ion transport to a target of interest; the high-energy neutron/ion transport to the target of interest is calculated using numerical procedures selected to reduce local truncation error by including higher order terms and to allow absolute control of propagated error by ensuring truncation error is third order in step size, and using scaling procedures for flux coupling terms modified to improve computed results by adding a scaling factor to terms describing production of j-particles from collisions of k-particles; and the calculated high-energy neutron/ion transport is provided to modeling modules to control an effective radiation dose at the target of interest.
  ","The invention described herein was made by employees of the United States Government and may be manufactured and used by or for the Government of the United States of America for governmental purposes without the payment of any royalties thereon or therefore.","The present invention relates generally to passive tracking and, in one possible embodiment, relates to a two-cluster angle of arrival (AOA) tracking system wherein data from asynchronous ultrawideband (UWB) receivers are utilized to estimate time difference of arrival (TDOA) of UWB pulses utilizing a cross-correlation peak detection (CCPD) method.","11","19","2009-01-14"
"US8117013B2","Apparatus, method and program storage device for determining high-energy neutron/ion transport to a target of interest","A self-healing system for an insulation material initiates a self-repair process by rupturing a plurality of microcapsules disposed on the insulation material. When the plurality of microcapsules are ruptured, reactants within the plurality of microcapsules react to form a replacement polymer in a break of the insulation material. This self-healing system has the ability to repair multiple breaks in a length of insulation material without exhausting the repair properties of the material.
  ","Pursuant to 35 U.S.C. §119, the benefit of priority from provisional application 60/877,012, with a filing date of Dec. 11, 2006, is claimed for this non-provisional application.","1. Field of the Invention","1","3","2006-12-11"
